"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","comparison","status"
"DNAJC25-GNG10",1.22498801855479e-80,1.98405233315856,0.013,0.003,3.39493179462273e-76,"DNAJC25-GNG10","AS_Group_vs_Healthy","upregulated in diseased group"
"ABHD16A",6.75840665347537e-80,1.22377667493634,0.025,0.011,1.87302481994417e-75,"ABHD16A","AS_Group_vs_Healthy","upregulated in diseased group"
"LIN37",7.99146869718403e-75,1.46767863099788,0.016,0.005,2.21475563473758e-70,"LIN37","AS_Group_vs_Healthy","upregulated in diseased group"
"GPR146",2.786174906502e-73,1.34176571366874,0.02,0.008,7.72160513587965e-69,"GPR146","AS_Group_vs_Healthy","upregulated in diseased group"
"PAM16",9.42293317542308e-73,1.87176927806439,0.014,0.004,2.61147170023675e-68,"PAM16","AS_Group_vs_Healthy","upregulated in diseased group"
"TRAV8-3",5.4422137368785e-72,1.99933549463567,0.014,0.004,1.50825511503851e-67,"TRAV8-3","AS_Group_vs_Healthy","upregulated in diseased group"
"EIF4EBP3",1.50387888022242e-70,1.43417825402902,0.022,0.009,4.16784992864843e-66,"EIF4EBP3","AS_Group_vs_Healthy","upregulated in diseased group"
"HIST1H2BK",1.77915292134079e-70,1.35254078377092,0.018,0.007,4.93074440620386e-66,"HIST1H2BK","AS_Group_vs_Healthy","upregulated in diseased group"
"C11orf98",1.69892400912577e-69,1.2300138422163,0.02,0.008,4.70839799889115e-65,"C11orf98","AS_Group_vs_Healthy","upregulated in diseased group"
"NR4A3",9.41388809430869e-68,1.56260646257902,0.021,0.009,2.60896494645671e-63,"NR4A3","AS_Group_vs_Healthy","upregulated in diseased group"
"KRT1",8.47783069168928e-66,1.73052963425715,0.017,0.006,2.34954599789477e-61,"KRT1","AS_Group_vs_Healthy","upregulated in diseased group"
"MTRNR2L1",5.15845729139664e-65,1.60075148593215,0.018,0.007,1.42961485373767e-60,"MTRNR2L1","AS_Group_vs_Healthy","upregulated in diseased group"
"MEOX1",6.30375854109163e-65,2.01424277953792,0.011,0.003,1.74702364207814e-60,"MEOX1","AS_Group_vs_Healthy","upregulated in diseased group"
"NEFL",1.27869048372212e-64,1.03923956547676,0.028,0.014,3.54376280658749e-60,"NEFL","AS_Group_vs_Healthy","upregulated in diseased group"
"DHCR7",3.61069589264488e-63,1.14417401064256,0.024,0.011,1.0006682596876e-58,"DHCR7","AS_Group_vs_Healthy","upregulated in diseased group"
"TRAV23DV6",9.34719960694596e-60,2.34536724302172,0.013,0.005,2.590482899069e-55,"TRAV23DV6","AS_Group_vs_Healthy","upregulated in diseased group"
"AREG",5.0767894299718e-59,1.04095555166713,0.095,0.07,1.40698142262239e-54,"AREG","AS_Group_vs_Healthy","upregulated in diseased group"
"TRAV14DV4",7.75000733184254e-59,2.22052970556085,0.017,0.007,2.14783703194684e-54,"TRAV14DV4","AS_Group_vs_Healthy","upregulated in diseased group"
"MAP1LC3A",1.78451793949295e-57,1.00508847684406,0.029,0.015,4.94561301751075e-53,"MAP1LC3A","AS_Group_vs_Healthy","upregulated in diseased group"
"TRAPPC5",2.3347866557643e-55,1.03689897454569,0.032,0.018,6.47062773778519e-51,"TRAPPC5","AS_Group_vs_Healthy","upregulated in diseased group"
"CDHR3",2.60346408612235e-55,1.10536302974696,0.018,0.008,7.21524036827949e-51,"CDHR3","AS_Group_vs_Healthy","upregulated in diseased group"
"TRAV19",3.30427620478928e-54,2.15058412445936,0.012,0.004,9.15747107395301e-50,"TRAV19","AS_Group_vs_Healthy","upregulated in diseased group"
"TRAV13-2",2.37559892601618e-53,1.6779598836039,0.02,0.009,6.58373486356123e-49,"TRAV13-2","AS_Group_vs_Healthy","upregulated in diseased group"
"CD70",1.48955492932997e-52,1.60095463121185,0.014,0.005,4.12815253114508e-48,"CD70","AS_Group_vs_Healthy","upregulated in diseased group"
"BIK",1.78012553029331e-51,1.66964362249595,0.011,0.004,4.93343989465488e-47,"BIK","AS_Group_vs_Healthy","upregulated in diseased group"
"TRBV28",7.87278315281708e-51,1.49762561945862,0.036,0.022,2.18186312297173e-46,"TRBV28","AS_Group_vs_Healthy","upregulated in diseased group"
"LYPD3",9.73056809959837e-51,1.27453843245272,0.017,0.008,2.69672964312269e-46,"LYPD3","AS_Group_vs_Healthy","upregulated in diseased group"
"RP3-323A16.1",1.25768727570635e-49,1.20917319721699,0.013,0.005,3.48555451589258e-45,"RP3-323A16.1","AS_Group_vs_Healthy","upregulated in diseased group"
"HLA-G",1.36831307572571e-48,1.74077626598936,0.011,0.004,3.79214285806625e-44,"HLA-G","AS_Group_vs_Healthy","upregulated in diseased group"
"MSC",4.99892651645025e-48,1.28162987113219,0.016,0.007,1.38540249476902e-43,"MSC","AS_Group_vs_Healthy","upregulated in diseased group"
"TMEM44-AS1",3.95656385208457e-43,1.10322851337197,0.016,0.008,1.09652210596672e-38,"TMEM44-AS1","AS_Group_vs_Healthy","upregulated in diseased group"
"TRAV5",4.42654169207537e-43,1.93531087893742,0.011,0.004,1.22677176454177e-38,"TRAV5","AS_Group_vs_Healthy","upregulated in diseased group"
"FN3K",2.20312719184933e-41,1.05279005729011,0.013,0.005,6.10574669949124e-37,"FN3K","AS_Group_vs_Healthy","upregulated in diseased group"
"TRBV6-2",4.7737152622027e-41,2.0174253517242,0.021,0.011,1.32298744776686e-36,"TRBV6-2","AS_Group_vs_Healthy","upregulated in diseased group"
"PMEPA1",7.42344224691453e-41,1.09352644722941,0.012,0.005,2.05733278430989e-36,"PMEPA1","AS_Group_vs_Healthy","upregulated in diseased group"
"TRAV17",1.36556697091603e-40,1.07639401855606,0.029,0.017,3.78453230319668e-36,"TRAV17","AS_Group_vs_Healthy","upregulated in diseased group"
"TRAV20",1.26259644679163e-39,2.01229846488837,0.013,0.006,3.49915979263832e-35,"TRAV20","AS_Group_vs_Healthy","upregulated in diseased group"
"TNFRSF9",5.22722876263212e-37,1.30309345938696,0.014,0.006,1.44867417927586e-32,"TNFRSF9","AS_Group_vs_Healthy","upregulated in diseased group"
"SNED1",2.6196052538959e-36,1.14255880241144,0.012,0.006,7.2599740006471e-32,"SNED1","AS_Group_vs_Healthy","upregulated in diseased group"
"TRBV18",1.53853713225738e-35,2.48556298619305,0.016,0.008,4.26390180833811e-31,"TRBV18","AS_Group_vs_Healthy","upregulated in diseased group"
"CYP51A1",1.82701243415667e-34,1.03781136381685,0.015,0.008,5.06338226002179e-30,"CYP51A1","AS_Group_vs_Healthy","upregulated in diseased group"
"EPS8",6.78441632182721e-34,1.1227160282603,0.011,0.005,1.88023313943119e-29,"EPS8","AS_Group_vs_Healthy","upregulated in diseased group"
"RGS16",2.38286430533295e-33,1.1968661741849,0.014,0.007,6.60387013579975e-29,"RGS16","AS_Group_vs_Healthy","upregulated in diseased group"
"RORC",1.77387946256211e-29,1.06807299603202,0.011,0.005,4.91612954254463e-25,"RORC","AS_Group_vs_Healthy","upregulated in diseased group"
"MAP1LC3B2",3.54572839084757e-28,1.32227231021903,0.01,0.005,9.82663166239495e-24,"MAP1LC3B2","AS_Group_vs_Healthy","upregulated in diseased group"
"AGBL5",0.000119309240267989,1.27456818981932,0.011,0.009,1,"AGBL5","AS_Group_vs_Healthy","upregulated in diseased group"
